Date Retail,Year Retail,Quarter Retail,Month Number Retail,Week Retail,Month Name Retail,Week Number of Month Retail
8/19/15 0:00,2015,3,7,29,Aug,3
8/20/15 0:00,2015,3,7,29,Aug,3
8/21/15 0:00,2015,3,7,29,Aug,3
8/22/15 0:00,2015,3,7,29,Aug,3
8/23/15 0:00,2015,3,7,30,Aug,4
8/24/15 0:00,2015,3,7,30,Aug,4
8/25/15 0:00,2015,3,7,30,Aug,4
8/26/15 0:00,2015,3,7,30,Aug,4
8/27/15 0:00,2015,3,7,30,Aug,4
8/28/15 0:00,2015,3,7,30,Aug,4
8/29/15 0:00,2015,3,7,30,Aug,4
8/30/15 0:00,2015,3,8,31,Sep,1
8/31/15 0:00,2015,3,8,31,Sep,1
9/1/15 0:00,2015,3,8,31,Sep,1
9/2/15 0:00,2015,3,8,31,Sep,1
9/3/15 0:00,2015,3,8,31,Sep,1
9/4/15 0:00,2015,3,8,31,Sep,1
9/5/15 0:00,2015,3,8,31,Sep,1
9/6/15 0:00,2015,3,8,32,Sep,2
9/7/15 0:00,2015,3,8,32,Sep,2
9/8/15 0:00,2015,3,8,32,Sep,2
9/9/15 0:00,2015,3,8,32,Sep,2
9/10/15 0:00,2015,3,8,32,Sep,2
9/11/15 0:00,2015,3,8,32,Sep,2
9/12/15 0:00,2015,3,8,32,Sep,2
9/13/15 0:00,2015,3,8,33,Sep,3
9/14/15 0:00,2015,3,8,33,Sep,3
9/15/15 0:00,2015,3,8,33,Sep,3
9/16/15 0:00,2015,3,8,33,Sep,3
9/17/15 0:00,2015,3,8,33,Sep,3
9/18/15 0:00,2015,3,8,33,Sep,3
9/19/15 0:00,2015,3,8,33,Sep,3
9/20/15 0:00,2015,3,8,34,Sep,4
9/21/15 0:00,2015,3,8,34,Sep,4
9/22/15 0:00,2015,3,8,34,Sep,4
9/23/15 0:00,2015,3,8,34,Sep,4
9/24/15 0:00,2015,3,8,34,Sep,4
9/25/15 0:00,2015,3,8,34,Sep,4
9/26/15 0:00,2015,3,8,34,Sep,4
9/27/15 0:00,2015,3,8,35,Sep,5
9/28/15 0:00,2015,3,8,35,Sep,5
9/29/15 0:00,2015,3,8,35,Sep,5
9/30/15 0:00,2015,3,8,35,Sep,5
10/1/15 0:00,2015,3,8,35,Sep,5
10/2/15 0:00,2015,3,8,35,Sep,5
10/3/15 0:00,2015,3,8,35,Sep,5
10/4/15 0:00,2015,3,9,36,Oct,1
10/5/15 0:00,2015,3,9,36,Oct,1
10/6/15 0:00,2015,3,9,36,Oct,1
10/7/15 0:00,2015,3,9,36,Oct,1
10/8/15 0:00,2015,3,9,36,Oct,1
10/9/15 0:00,2015,3,9,36,Oct,1
10/10/15 0:00,2015,3,9,36,Oct,1
10/11/15 0:00,2015,3,9,37,Oct,2
10/12/15 0:00,2015,3,9,37,Oct,2
10/13/15 0:00,2015,3,9,37,Oct,2
10/14/15 0:00,2015,3,9,37,Oct,2
10/15/15 0:00,2015,3,9,37,Oct,2
10/16/15 0:00,2015,3,9,37,Oct,2
10/17/15 0:00,2015,3,9,37,Oct,2
10/18/15 0:00,2015,3,9,38,Oct,3
10/19/15 0:00,2015,3,9,38,Oct,3
10/20/15 0:00,2015,3,9,38,Oct,3
10/21/15 0:00,2015,3,9,38,Oct,3
10/22/15 0:00,2015,3,9,38,Oct,3
10/23/15 0:00,2015,3,9,38,Oct,3
10/24/15 0:00,2015,3,9,38,Oct,3
10/25/15 0:00,2015,3,9,39,Oct,4
10/26/15 0:00,2015,3,9,39,Oct,4
10/27/15 0:00,2015,3,9,39,Oct,4
10/28/15 0:00,2015,3,9,39,Oct,4
10/29/15 0:00,2015,3,9,39,Oct,4
10/30/15 0:00,2015,3,9,39,Oct,4
10/31/15 0:00,2015,3,9,39,Oct,4
11/1/15 0:00,2015,4,10,40,Nov,1
11/2/15 0:00,2015,4,10,40,Nov,1
11/3/15 0:00,2015,4,10,40,Nov,1
11/4/15 0:00,2015,4,10,40,Nov,1
11/5/15 0:00,2015,4,10,40,Nov,1
11/6/15 0:00,2015,4,10,40,Nov,1
11/7/15 0:00,2015,4,10,40,Nov,1
11/8/15 0:00,2015,4,10,41,Nov,2
11/9/15 0:00,2015,4,10,41,Nov,2
11/10/15 0:00,2015,4,10,41,Nov,2
11/11/15 0:00,2015,4,10,41,Nov,2
11/12/15 0:00,2015,4,10,41,Nov,2
11/13/15 0:00,2015,4,10,41,Nov,2
11/14/15 0:00,2015,4,10,41,Nov,2
11/15/15 0:00,2015,4,10,42,Nov,3
11/16/15 0:00,2015,4,10,42,Nov,3
11/17/15 0:00,2015,4,10,42,Nov,3
11/18/15 0:00,2015,4,10,42,Nov,3
11/19/15 0:00,2015,4,10,42,Nov,3
11/20/15 0:00,2015,4,10,42,Nov,3
11/21/15 0:00,2015,4,10,42,Nov,3
11/22/15 0:00,2015,4,10,43,Nov,4
11/23/15 0:00,2015,4,10,43,Nov,4
11/24/15 0:00,2015,4,10,43,Nov,4
11/25/15 0:00,2015,4,10,43,Nov,4
11/26/15 0:00,2015,4,10,43,Nov,4
11/27/15 0:00,2015,4,10,43,Nov,4
11/28/15 0:00,2015,4,10,43,Nov,4
11/29/15 0:00,2015,4,11,44,Dec,1
11/30/15 0:00,2015,4,11,44,Dec,1
12/1/15 0:00,2015,4,11,44,Dec,1
12/2/15 0:00,2015,4,11,44,Dec,1
12/3/15 0:00,2015,4,11,44,Dec,1
12/4/15 0:00,2015,4,11,44,Dec,1
12/5/15 0:00,2015,4,11,44,Dec,1
12/6/15 0:00,2015,4,11,45,Dec,2
12/7/15 0:00,2015,4,11,45,Dec,2
12/8/15 0:00,2015,4,11,45,Dec,2
12/9/15 0:00,2015,4,11,45,Dec,2
12/10/15 0:00,2015,4,11,45,Dec,2
12/11/15 0:00,2015,4,11,45,Dec,2
12/12/15 0:00,2015,4,11,45,Dec,2
12/13/15 0:00,2015,4,11,46,Dec,3
12/14/15 0:00,2015,4,11,46,Dec,3
12/15/15 0:00,2015,4,11,46,Dec,3
12/16/15 0:00,2015,4,11,46,Dec,3
12/17/15 0:00,2015,4,11,46,Dec,3
12/18/15 0:00,2015,4,11,46,Dec,3
12/19/15 0:00,2015,4,11,46,Dec,3
12/20/15 0:00,2015,4,11,47,Dec,4
12/21/15 0:00,2015,4,11,47,Dec,4
12/22/15 0:00,2015,4,11,47,Dec,4
12/23/15 0:00,2015,4,11,47,Dec,4
12/24/15 0:00,2015,4,11,47,Dec,4
12/25/15 0:00,2015,4,11,47,Dec,4
12/26/15 0:00,2015,4,11,47,Dec,4
12/27/15 0:00,2015,4,11,48,Dec,5
12/28/15 0:00,2015,4,11,48,Dec,5
12/29/15 0:00,2015,4,11,48,Dec,5
12/30/15 0:00,2015,4,11,48,Dec,5
12/31/15 0:00,2015,4,11,48,Dec,5
1/1/16 0:00,2015,4,11,48,Dec,5
1/2/16 0:00,2015,4,11,48,Dec,5
1/3/16 0:00,2015,4,12,49,Jan,1
1/4/16 0:00,2015,4,12,49,Jan,1
1/5/16 0:00,2015,4,12,49,Jan,1
1/6/16 0:00,2015,4,12,49,Jan,1
1/7/16 0:00,2015,4,12,49,Jan,1
1/8/16 0:00,2015,4,12,49,Jan,1
1/9/16 0:00,2015,4,12,49,Jan,1
1/10/16 0:00,2015,4,12,50,Jan,2
1/11/16 0:00,2015,4,12,50,Jan,2
1/12/16 0:00,2015,4,12,50,Jan,2
1/13/16 0:00,2015,4,12,50,Jan,2
1/14/16 0:00,2015,4,12,50,Jan,2
1/15/16 0:00,2015,4,12,50,Jan,2
1/16/16 0:00,2015,4,12,50,Jan,2
1/17/16 0:00,2015,4,12,51,Jan,3
1/18/16 0:00,2015,4,12,51,Jan,3
1/19/16 0:00,2015,4,12,51,Jan,3
1/20/16 0:00,2015,4,12,51,Jan,3
1/21/16 0:00,2015,4,12,51,Jan,3
1/22/16 0:00,2015,4,12,51,Jan,3
1/23/16 0:00,2015,4,12,51,Jan,3
1/24/16 0:00,2015,4,12,52,Jan,4
1/25/16 0:00,2015,4,12,52,Jan,4
1/26/16 0:00,2015,4,12,52,Jan,4
1/27/16 0:00,2015,4,12,52,Jan,4
1/28/16 0:00,2015,4,12,52,Jan,4
1/29/16 0:00,2015,4,12,52,Jan,4
1/30/16 0:00,2015,4,12,52,Jan,4
1/31/16 0:00,2016,1,1,1,Feb,1
2/1/16 0:00,2016,1,1,1,Feb,1
2/2/16 0:00,2016,1,1,1,Feb,1
2/3/16 0:00,2016,1,1,1,Feb,1
2/4/16 0:00,2016,1,1,1,Feb,1
2/5/16 0:00,2016,1,1,1,Feb,1
2/6/16 0:00,2016,1,1,1,Feb,1
2/7/16 0:00,2016,1,1,2,Feb,2
2/8/16 0:00,2016,1,1,2,Feb,2
2/9/16 0:00,2016,1,1,2,Feb,2
2/10/16 0:00,2016,1,1,2,Feb,2
2/11/16 0:00,2016,1,1,2,Feb,2
2/12/16 0:00,2016,1,1,2,Feb,2
2/13/16 0:00,2016,1,1,2,Feb,2
2/14/16 0:00,2016,1,1,3,Feb,3
2/15/16 0:00,2016,1,1,3,Feb,3
2/16/16 0:00,2016,1,1,3,Feb,3
2/17/16 0:00,2016,1,1,3,Feb,3
2/18/16 0:00,2016,1,1,3,Feb,3
2/19/16 0:00,2016,1,1,3,Feb,3
2/20/16 0:00,2016,1,1,3,Feb,3
2/21/16 0:00,2016,1,1,4,Feb,4
2/22/16 0:00,2016,1,1,4,Feb,4
2/23/16 0:00,2016,1,1,4,Feb,4
2/24/16 0:00,2016,1,1,4,Feb,4
2/25/16 0:00,2016,1,1,4,Feb,4
2/26/16 0:00,2016,1,1,4,Feb,4
2/27/16 0:00,2016,1,1,4,Feb,4
2/28/16 0:00,2016,1,2,5,Mar,1
2/29/16 0:00,2016,1,2,5,Mar,1
3/1/16 0:00,2016,1,2,5,Mar,1
3/2/16 0:00,2016,1,2,5,Mar,1
3/3/16 0:00,2016,1,2,5,Mar,1
3/4/16 0:00,2016,1,2,5,Mar,1
3/5/16 0:00,2016,1,2,5,Mar,1
3/6/16 0:00,2016,1,2,6,Mar,2
3/7/16 0:00,2016,1,2,6,Mar,2
3/8/16 0:00,2016,1,2,6,Mar,2
3/9/16 0:00,2016,1,2,6,Mar,2
3/10/16 0:00,2016,1,2,6,Mar,2
3/11/16 0:00,2016,1,2,6,Mar,2
3/12/16 0:00,2016,1,2,6,Mar,2
3/13/16 0:00,2016,1,2,7,Mar,3
3/14/16 0:00,2016,1,2,7,Mar,3
3/15/16 0:00,2016,1,2,7,Mar,3
3/16/16 0:00,2016,1,2,7,Mar,3
3/17/16 0:00,2016,1,2,7,Mar,3
3/18/16 0:00,2016,1,2,7,Mar,3
3/19/16 0:00,2016,1,2,7,Mar,3
3/20/16 0:00,2016,1,2,8,Mar,4
3/21/16 0:00,2016,1,2,8,Mar,4
3/22/16 0:00,2016,1,2,8,Mar,4
3/23/16 0:00,2016,1,2,8,Mar,4
3/24/16 0:00,2016,1,2,8,Mar,4
3/25/16 0:00,2016,1,2,8,Mar,4
3/26/16 0:00,2016,1,2,8,Mar,4
3/27/16 0:00,2016,1,2,9,Mar,5
3/28/16 0:00,2016,1,2,9,Mar,5
3/29/16 0:00,2016,1,2,9,Mar,5
3/30/16 0:00,2016,1,2,9,Mar,5
3/31/16 0:00,2016,1,2,9,Mar,5
4/1/16 0:00,2016,1,2,9,Mar,5
4/2/16 0:00,2016,1,2,9,Mar,5
4/3/16 0:00,2016,1,3,10,Apr,1
4/4/16 0:00,2016,1,3,10,Apr,1
4/5/16 0:00,2016,1,3,10,Apr,1
4/6/16 0:00,2016,1,3,10,Apr,1
4/7/16 0:00,2016,1,3,10,Apr,1
4/8/16 0:00,2016,1,3,10,Apr,1
4/9/16 0:00,2016,1,3,10,Apr,1
4/10/16 0:00,2016,1,3,11,Apr,2
4/11/16 0:00,2016,1,3,11,Apr,2
4/12/16 0:00,2016,1,3,11,Apr,2
4/13/16 0:00,2016,1,3,11,Apr,2
4/14/16 0:00,2016,1,3,11,Apr,2
4/15/16 0:00,2016,1,3,11,Apr,2
4/16/16 0:00,2016,1,3,11,Apr,2
4/17/16 0:00,2016,1,3,12,Apr,3
4/18/16 0:00,2016,1,3,12,Apr,3
4/19/16 0:00,2016,1,3,12,Apr,3
4/20/16 0:00,2016,1,3,12,Apr,3
4/21/16 0:00,2016,1,3,12,Apr,3
4/22/16 0:00,2016,1,3,12,Apr,3
4/23/16 0:00,2016,1,3,12,Apr,3
4/24/16 0:00,2016,1,3,13,Apr,4
4/25/16 0:00,2016,1,3,13,Apr,4
4/26/16 0:00,2016,1,3,13,Apr,4
4/27/16 0:00,2016,1,3,13,Apr,4
4/28/16 0:00,2016,1,3,13,Apr,4
4/29/16 0:00,2016,1,3,13,Apr,4
4/30/16 0:00,2016,1,3,13,Apr,4
5/1/16 0:00,2016,2,4,14,May,1
5/2/16 0:00,2016,2,4,14,May,1
5/3/16 0:00,2016,2,4,14,May,1
5/4/16 0:00,2016,2,4,14,May,1
5/5/16 0:00,2016,2,4,14,May,1
5/6/16 0:00,2016,2,4,14,May,1
5/7/16 0:00,2016,2,4,14,May,1
5/8/16 0:00,2016,2,4,15,May,2
5/9/16 0:00,2016,2,4,15,May,2
5/10/16 0:00,2016,2,4,15,May,2
5/11/16 0:00,2016,2,4,15,May,2
5/12/16 0:00,2016,2,4,15,May,2
5/13/16 0:00,2016,2,4,15,May,2
5/14/16 0:00,2016,2,4,15,May,2
5/15/16 0:00,2016,2,4,16,May,3
5/16/16 0:00,2016,2,4,16,May,3
5/17/16 0:00,2016,2,4,16,May,3
5/18/16 0:00,2016,2,4,16,May,3
5/19/16 0:00,2016,2,4,16,May,3
5/20/16 0:00,2016,2,4,16,May,3
5/21/16 0:00,2016,2,4,16,May,3
5/22/16 0:00,2016,2,4,17,May,4
5/23/16 0:00,2016,2,4,17,May,4
5/24/16 0:00,2016,2,4,17,May,4
5/25/16 0:00,2016,2,4,17,May,4
5/26/16 0:00,2016,2,4,17,May,4
5/27/16 0:00,2016,2,4,17,May,4
5/28/16 0:00,2016,2,4,17,May,4
5/29/16 0:00,2016,2,5,18,June,1
5/30/16 0:00,2016,2,5,18,June,1
5/31/16 0:00,2016,2,5,18,June,1
6/1/16 0:00,2016,2,5,18,June,1
6/2/16 0:00,2016,2,5,18,June,1
6/3/16 0:00,2016,2,5,18,June,1
6/4/16 0:00,2016,2,5,18,June,1
6/5/16 0:00,2016,2,5,19,June,2
6/6/16 0:00,2016,2,5,19,June,2
6/7/16 0:00,2016,2,5,19,June,2
6/8/16 0:00,2016,2,5,19,June,2
6/9/16 0:00,2016,2,5,19,June,2
6/10/16 0:00,2016,2,5,19,June,2
6/11/16 0:00,2016,2,5,19,June,2
6/12/16 0:00,2016,2,5,20,June,3
6/13/16 0:00,2016,2,5,20,June,3
6/14/16 0:00,2016,2,5,20,June,3
6/15/16 0:00,2016,2,5,20,June,3
6/16/16 0:00,2016,2,5,20,June,3
6/17/16 0:00,2016,2,5,20,June,3
6/18/16 0:00,2016,2,5,20,June,3
6/19/16 0:00,2016,2,5,21,June,4
6/20/16 0:00,2016,2,5,21,June,4
6/21/16 0:00,2016,2,5,21,June,4
6/22/16 0:00,2016,2,5,21,June,4
6/23/16 0:00,2016,2,5,21,June,4
6/24/16 0:00,2016,2,5,21,June,4
6/25/16 0:00,2016,2,5,21,June,4
6/26/16 0:00,2016,2,5,22,June,5
6/27/16 0:00,2016,2,5,22,June,5
6/28/16 0:00,2016,2,5,22,June,5
6/29/16 0:00,2016,2,5,22,June,5
6/30/16 0:00,2016,2,5,22,June,5
7/1/16 0:00,2016,2,5,22,June,5
7/2/16 0:00,2016,2,5,22,June,5
7/3/16 0:00,2016,2,6,23,July,1
7/4/16 0:00,2016,2,6,23,July,1
7/5/16 0:00,2016,2,6,23,July,1
7/6/16 0:00,2016,2,6,23,July,1
7/7/16 0:00,2016,2,6,23,July,1
7/8/16 0:00,2016,2,6,23,July,1
7/9/16 0:00,2016,2,6,23,July,1
7/10/16 0:00,2016,2,6,24,July,2
7/11/16 0:00,2016,2,6,24,July,2
7/12/16 0:00,2016,2,6,24,July,2
7/13/16 0:00,2016,2,6,24,July,2
7/14/16 0:00,2016,2,6,24,July,2
7/15/16 0:00,2016,2,6,24,July,2
7/16/16 0:00,2016,2,6,24,July,2
7/17/16 0:00,2016,2,6,25,July,3
7/18/16 0:00,2016,2,6,25,July,3
7/19/16 0:00,2016,2,6,25,July,3
7/20/16 0:00,2016,2,6,25,July,3
7/21/16 0:00,2016,2,6,25,July,3
7/22/16 0:00,2016,2,6,25,July,3
7/23/16 0:00,2016,2,6,25,July,3
7/24/16 0:00,2016,2,6,26,July,4
7/25/16 0:00,2016,2,6,26,July,4
7/26/16 0:00,2016,2,6,26,July,4
7/27/16 0:00,2016,2,6,26,July,4
7/28/16 0:00,2016,2,6,26,July,4
7/29/16 0:00,2016,2,6,26,July,4
7/30/16 0:00,2016,2,6,26,July,4
7/31/16 0:00,2016,3,7,27,Aug,1
8/1/16 0:00,2016,3,7,27,Aug,1
8/2/16 0:00,2016,3,7,27,Aug,1
8/3/16 0:00,2016,3,7,27,Aug,1
8/4/16 0:00,2016,3,7,27,Aug,1
8/5/16 0:00,2016,3,7,27,Aug,1
8/6/16 0:00,2016,3,7,27,Aug,1
8/7/16 0:00,2016,3,7,28,Aug,2
8/8/16 0:00,2016,3,7,28,Aug,2
8/9/16 0:00,2016,3,7,28,Aug,2
8/10/16 0:00,2016,3,7,28,Aug,2
8/11/16 0:00,2016,3,7,28,Aug,2
8/12/16 0:00,2016,3,7,28,Aug,2
8/13/16 0:00,2016,3,7,28,Aug,2
8/14/16 0:00,2016,3,7,29,Aug,3
8/15/16 0:00,2016,3,7,29,Aug,3
8/16/16 0:00,2016,3,7,29,Aug,3
8/17/16 0:00,2016,3,7,29,Aug,3
8/18/16 0:00,2016,3,7,29,Aug,3
8/19/16 0:00,2016,3,7,29,Aug,3
8/20/16 0:00,2016,3,7,29,Aug,3
8/21/16 0:00,2016,3,7,30,Aug,4
8/22/16 0:00,2016,3,7,30,Aug,4
8/23/16 0:00,2016,3,7,30,Aug,4
8/24/16 0:00,2016,3,7,30,Aug,4
8/25/16 0:00,2016,3,7,30,Aug,4
8/26/16 0:00,2016,3,7,30,Aug,4
8/27/16 0:00,2016,3,7,30,Aug,4
8/28/16 0:00,2016,3,8,31,Sep,1
8/29/16 0:00,2016,3,8,31,Sep,1
8/30/16 0:00,2016,3,8,31,Sep,1
8/31/16 0:00,2016,3,8,31,Sep,1
9/1/16 0:00,2016,3,8,31,Sep,1
9/2/16 0:00,2016,3,8,31,Sep,1
9/3/16 0:00,2016,3,8,31,Sep,1
9/4/16 0:00,2016,3,8,32,Sep,2
9/5/16 0:00,2016,3,8,32,Sep,2
9/6/16 0:00,2016,3,8,32,Sep,2
9/7/16 0:00,2016,3,8,32,Sep,2
9/8/16 0:00,2016,3,8,32,Sep,2
9/9/16 0:00,2016,3,8,32,Sep,2
9/10/16 0:00,2016,3,8,32,Sep,2
9/11/16 0:00,2016,3,8,33,Sep,3
9/12/16 0:00,2016,3,8,33,Sep,3
9/13/16 0:00,2016,3,8,33,Sep,3
9/14/16 0:00,2016,3,8,33,Sep,3
9/15/16 0:00,2016,3,8,33,Sep,3
9/16/16 0:00,2016,3,8,33,Sep,3
9/17/16 0:00,2016,3,8,33,Sep,3
9/18/16 0:00,2016,3,8,34,Sep,4
9/19/16 0:00,2016,3,8,34,Sep,4
9/20/16 0:00,2016,3,8,34,Sep,4
9/21/16 0:00,2016,3,8,34,Sep,4
9/22/16 0:00,2016,3,8,34,Sep,4
9/23/16 0:00,2016,3,8,34,Sep,4
9/24/16 0:00,2016,3,8,34,Sep,4
9/25/16 0:00,2016,3,8,35,Sep,5
9/26/16 0:00,2016,3,8,35,Sep,5
9/27/16 0:00,2016,3,8,35,Sep,5
9/28/16 0:00,2016,3,8,35,Sep,5
9/29/16 0:00,2016,3,8,35,Sep,5
9/30/16 0:00,2016,3,8,35,Sep,5
10/1/16 0:00,2016,3,8,35,Sep,5
10/2/16 0:00,2016,3,9,36,Oct,1
10/3/16 0:00,2016,3,9,36,Oct,1
10/4/16 0:00,2016,3,9,36,Oct,1
10/5/16 0:00,2016,3,9,36,Oct,1
10/6/16 0:00,2016,3,9,36,Oct,1
10/7/16 0:00,2016,3,9,36,Oct,1
10/8/16 0:00,2016,3,9,36,Oct,1
10/9/16 0:00,2016,3,9,37,Oct,2
10/10/16 0:00,2016,3,9,37,Oct,2
10/11/16 0:00,2016,3,9,37,Oct,2
10/12/16 0:00,2016,3,9,37,Oct,2
10/13/16 0:00,2016,3,9,37,Oct,2
10/14/16 0:00,2016,3,9,37,Oct,2
10/15/16 0:00,2016,3,9,37,Oct,2
10/16/16 0:00,2016,3,9,38,Oct,3
10/17/16 0:00,2016,3,9,38,Oct,3
10/18/16 0:00,2016,3,9,38,Oct,3
10/19/16 0:00,2016,3,9,38,Oct,3
10/20/16 0:00,2016,3,9,38,Oct,3
10/21/16 0:00,2016,3,9,38,Oct,3
10/22/16 0:00,2016,3,9,38,Oct,3
10/23/16 0:00,2016,3,9,39,Oct,4
10/24/16 0:00,2016,3,9,39,Oct,4
10/25/16 0:00,2016,3,9,39,Oct,4
10/26/16 0:00,2016,3,9,39,Oct,4
10/27/16 0:00,2016,3,9,39,Oct,4
10/28/16 0:00,2016,3,9,39,Oct,4
10/29/16 0:00,2016,3,9,39,Oct,4
10/30/16 0:00,2016,4,10,40,Nov,1
10/31/16 0:00,2016,4,10,40,Nov,1
11/1/16 0:00,2016,4,10,40,Nov,1
11/2/16 0:00,2016,4,10,40,Nov,1
11/3/16 0:00,2016,4,10,40,Nov,1
11/4/16 0:00,2016,4,10,40,Nov,1
11/5/16 0:00,2016,4,10,40,Nov,1
11/6/16 0:00,2016,4,10,41,Nov,2
11/7/16 0:00,2016,4,10,41,Nov,2
11/8/16 0:00,2016,4,10,41,Nov,2
11/9/16 0:00,2016,4,10,41,Nov,2
11/10/16 0:00,2016,4,10,41,Nov,2
11/11/16 0:00,2016,4,10,41,Nov,2
11/12/16 0:00,2016,4,10,41,Nov,2
11/13/16 0:00,2016,4,10,42,Nov,3
11/14/16 0:00,2016,4,10,42,Nov,3
11/15/16 0:00,2016,4,10,42,Nov,3
11/16/16 0:00,2016,4,10,42,Nov,3
11/17/16 0:00,2016,4,10,42,Nov,3
11/18/16 0:00,2016,4,10,42,Nov,3
11/19/16 0:00,2016,4,10,42,Nov,3
11/20/16 0:00,2016,4,10,43,Nov,4
11/21/16 0:00,2016,4,10,43,Nov,4
11/22/16 0:00,2016,4,10,43,Nov,4
11/23/16 0:00,2016,4,10,43,Nov,4
11/24/16 0:00,2016,4,10,43,Nov,4
11/25/16 0:00,2016,4,10,43,Nov,4
11/26/16 0:00,2016,4,10,43,Nov,4
11/27/16 0:00,2016,4,11,44,Dec,1
11/28/16 0:00,2016,4,11,44,Dec,1
11/29/16 0:00,2016,4,11,44,Dec,1
11/30/16 0:00,2016,4,11,44,Dec,1
12/1/16 0:00,2016,4,11,44,Dec,1
12/2/16 0:00,2016,4,11,44,Dec,1
12/3/16 0:00,2016,4,11,44,Dec,1
12/4/16 0:00,2016,4,11,45,Dec,2
12/5/16 0:00,2016,4,11,45,Dec,2
12/6/16 0:00,2016,4,11,45,Dec,2
12/7/16 0:00,2016,4,11,45,Dec,2
12/8/16 0:00,2016,4,11,45,Dec,2
12/9/16 0:00,2016,4,11,45,Dec,2
12/10/16 0:00,2016,4,11,45,Dec,2
12/11/16 0:00,2016,4,11,46,Dec,3
12/12/16 0:00,2016,4,11,46,Dec,3
12/13/16 0:00,2016,4,11,46,Dec,3
12/14/16 0:00,2016,4,11,46,Dec,3
12/15/16 0:00,2016,4,11,46,Dec,3
12/16/16 0:00,2016,4,11,46,Dec,3
12/17/16 0:00,2016,4,11,46,Dec,3
12/18/16 0:00,2016,4,11,47,Dec,4
12/19/16 0:00,2016,4,11,47,Dec,4
12/20/16 0:00,2016,4,11,47,Dec,4
12/21/16 0:00,2016,4,11,47,Dec,4
12/22/16 0:00,2016,4,11,47,Dec,4
12/23/16 0:00,2016,4,11,47,Dec,4
12/24/16 0:00,2016,4,11,47,Dec,4
12/25/16 0:00,2016,4,11,48,Dec,5
12/26/16 0:00,2016,4,11,48,Dec,5
12/27/16 0:00,2016,4,11,48,Dec,5
12/28/16 0:00,2016,4,11,48,Dec,5
12/29/16 0:00,2016,4,11,48,Dec,5
12/30/16 0:00,2016,4,11,48,Dec,5
12/31/16 0:00,2016,4,11,48,Dec,5
1/1/17 0:00,2016,4,12,49,Jan,1
1/2/17 0:00,2016,4,12,49,Jan,1
1/3/17 0:00,2016,4,12,49,Jan,1
1/4/17 0:00,2016,4,12,49,Jan,1
1/5/17 0:00,2016,4,12,49,Jan,1
1/6/17 0:00,2016,4,12,49,Jan,1
1/7/17 0:00,2016,4,12,49,Jan,1
1/8/17 0:00,2016,4,12,50,Jan,2
1/9/17 0:00,2016,4,12,50,Jan,2
1/10/17 0:00,2016,4,12,50,Jan,2
1/11/17 0:00,2016,4,12,50,Jan,2
1/12/17 0:00,2016,4,12,50,Jan,2
1/13/17 0:00,2016,4,12,50,Jan,2
1/14/17 0:00,2016,4,12,50,Jan,2
1/15/17 0:00,2016,4,12,51,Jan,3
1/16/17 0:00,2016,4,12,51,Jan,3
1/17/17 0:00,2016,4,12,51,Jan,3
1/18/17 0:00,2016,4,12,51,Jan,3
1/19/17 0:00,2016,4,12,51,Jan,3
1/20/17 0:00,2016,4,12,51,Jan,3
1/21/17 0:00,2016,4,12,51,Jan,3
1/22/17 0:00,2016,4,12,52,Jan,4
1/23/17 0:00,2016,4,12,52,Jan,4
1/24/17 0:00,2016,4,12,52,Jan,4
1/25/17 0:00,2016,4,12,52,Jan,4
1/26/17 0:00,2016,4,12,52,Jan,4
1/27/17 0:00,2016,4,12,52,Jan,4
1/28/17 0:00,2016,4,12,52,Jan,4
1/29/17 0:00,2017,1,1,1,Feb,1
1/30/17 0:00,2017,1,1,1,Feb,1
1/31/17 0:00,2017,1,1,1,Feb,1
2/1/17 0:00,2017,1,1,1,Feb,1
2/2/17 0:00,2017,1,1,1,Feb,1
2/3/17 0:00,2017,1,1,1,Feb,1
2/4/17 0:00,2017,1,1,1,Feb,1
2/5/17 0:00,2017,1,1,2,Feb,2
2/6/17 0:00,2017,1,1,2,Feb,2
2/7/17 0:00,2017,1,1,2,Feb,2
2/8/17 0:00,2017,1,1,2,Feb,2
2/9/17 0:00,2017,1,1,2,Feb,2
2/10/17 0:00,2017,1,1,2,Feb,2
2/11/17 0:00,2017,1,1,2,Feb,2
2/12/17 0:00,2017,1,1,3,Feb,3
2/13/17 0:00,2017,1,1,3,Feb,3
2/14/17 0:00,2017,1,1,3,Feb,3
2/15/17 0:00,2017,1,1,3,Feb,3
2/16/17 0:00,2017,1,1,3,Feb,3
2/17/17 0:00,2017,1,1,3,Feb,3
2/18/17 0:00,2017,1,1,3,Feb,3
2/19/17 0:00,2017,1,1,4,Feb,4
2/20/17 0:00,2017,1,1,4,Feb,4
2/21/17 0:00,2017,1,1,4,Feb,4
2/22/17 0:00,2017,1,1,4,Feb,4
2/23/17 0:00,2017,1,1,4,Feb,4
2/24/17 0:00,2017,1,1,4,Feb,4
2/25/17 0:00,2017,1,1,4,Feb,4
2/26/17 0:00,2017,1,2,5,Mar,1
2/27/17 0:00,2017,1,2,5,Mar,1
2/28/17 0:00,2017,1,2,5,Mar,1
3/1/17 0:00,2017,1,2,5,Mar,1
3/2/17 0:00,2017,1,2,5,Mar,1
3/3/17 0:00,2017,1,2,5,Mar,1
3/4/17 0:00,2017,1,2,5,Mar,1
3/5/17 0:00,2017,1,2,6,Mar,2
